date,branch,file,source_path,direction,time_direction,n_points,sample,linker,surfactant,scan_size_nm,displacement_nm,setpoint,probe_model,probe_radius_nm,cantilever_stiffness_N_m,baseline_slope,baseline_intercept,baseline_points,baseline_status,min_force_nN,max_force_nN,snap_f_nN,snap_z_nm,contact_z_nm,contact_f_nN,pull_off_f_nN,pull_off_z_nm,repulsive_points,max_indentation_nm,loading_stiffness_nN_per_nm,max_repulsive_force_nN,work_area_nN_nm,warnings,valid,group
20260416,extend,k80-linker1-paa-50nm-124100nm-10uN - NanoScope Analysis.txt,/Users/kejunliu/Desktop/Research_Data/AFM/JJS_project/RealRaw/20260416/extend/k80-linker1-paa-50nm-124100nm-10uN - NanoScope Analysis.txt,inc,inc,256,k80,linker1,paa,50.0,124100.0,10uN,DDESP-V2,100.0,89.0,0.0,-303.20410000000004,3,OK_const,-3.686399999999992,1666.2821,-3.686399999999992,0.0,48.46733,1.8432000000000244,,,255,12310.663947729214,0.0974800699509698,1666.2821,6426528.008129485,,True,k80-linker1-paa
20260416,extend,k80-linker1-PFNA-50nm-7000nm-10uN - NanoScope Analysis.txt,/Users/kejunliu/Desktop/Research_Data/AFM/JJS_project/RealRaw/20260416/extend/k80-linker1-PFNA-50nm-7000nm-10uN - NanoScope Analysis.txt,inc,inc,256,k80,linker1,PFNA,50.0,7000.0,10uN,DDESP-V2,100.0,89.0,0.0,-98.1496525,4,OK_const,-20.73584750000001,1530.3486525,-20.73584750000001,0.0,54.68751,6.911952499999998,,,254,6917.9732950713205,0.1592097879643755,1530.3486525,4633857.782091554,,True,k80-linker1-PFNA
20260416,extend,k80-linker1-PFNA-50nm-8000nm-10uN - NanoScope Analysis.txt,/Users/kejunliu/Desktop/Research_Data/AFM/JJS_project/RealRaw/20260416/extend/k80-linker1-PFNA-50nm-8000nm-10uN - NanoScope Analysis.txt,inc,inc,256,k80,linker1,PFNA,50.0,8000.0,10uN,DDESP-V2,100.0,89.0,0.0,53.2236175,4,OK_const,-14.5155375,1437.0373825,-14.5155375,0.0,62.49999,4.838512500000007,,,254,7906.210863512557,0.1194082054957914,1437.0373825,3583056.0504215397,,True,k80-linker1-PFNA
20260416,extend,k80-linker1-PFNA-50nm-9000nm-10uN - NanoScope Analysis.txt,/Users/kejunliu/Desktop/Research_Data/AFM/JJS_project/RealRaw/20260416/extend/k80-linker1-PFNA-50nm-9000nm-10uN - NanoScope Analysis.txt,inc,inc,256,k80,linker1,PFNA,50.0,9000.0,10uN,DDESP-V2,100.0,89.0,0.0,31.33512,3,OK_const,-0.9216200000000008,1395.33388,-0.9216200000000008,0.0,70.3125,1.843239999999998,,,254,8894.508822091235,0.1212675793132652,1395.33388,3799100.330061763,,True,k80-linker1-PFNA
20260416,extend,k80-linker1-SDBS-50nm-12410nm-10uN - NanoScope Analysis.txt,/Users/kejunliu/Desktop/Research_Data/AFM/JJS_project/RealRaw/20260416/extend/k80-linker1-SDBS-50nm-12410nm-10uN - NanoScope Analysis.txt,inc,inc,256,k80,linker1,SDBS,50.0,12410.0,10uN,DDESP-V2,100.0,89.0,0.0,-230.39819999999995,3,OK_const,-1.8432000000000244,1294.8701999999998,-1.8432000000000244,0.0,48.46733,0.9215999999999838,,,255,12310.670109108987,0.0908005673105392,1294.8701999999998,5863118.498519988,,True,k80-linker1-SDBS
20260416,extend,k80-linker1-PFNA-50nm-12410nm-10uN - NanoScope Analysis.txt,/Users/kejunliu/Desktop/Research_Data/AFM/JJS_project/RealRaw/20260416/extend/k80-linker1-PFNA-50nm-12410nm-10uN - NanoScope Analysis.txt,inc,inc,256,k80,linker1,PFNA,50.0,12410.0,10uN,DDESP-V2,100.0,89.0,0.0,-243.30053333333333,3,OK_const,-2.7647666666666737,1197.1783333333333,-2.7647666666666737,0.0,48.46733,3.3333333334439885e-05,,,255,12310.669218558052,0.0823471720645895,1197.1783333333333,5474971.526009622,,True,k80-linker1-PFNA
20260416,extend,k80-linker1-PFNA-50nm-10000nm-10uN - NanoScope Analysis.txt,/Users/kejunliu/Desktop/Research_Data/AFM/JJS_project/RealRaw/20260416/extend/k80-linker1-PFNA-50nm-10000nm-10uN - NanoScope Analysis.txt,inc,inc,256,k80,linker1,PFNA,50.0,10000.0,10uN,DDESP-V2,100.0,89.0,0.0,-21.196636666666667,3,OK_const,-0.921593333333334,1174.1446366666669,-0.921593333333334,0.0,78.125,1.8431866666666643,,,254,9882.803807363633,0.099855758163934,1174.1446366666669,3942038.069168371,,True,k80-linker1-PFNA
20260416,extend,k80-linker1-PFNA-50nm-5000nm-10uN - NanoScope Analysis.txt,/Users/kejunliu/Desktop/Research_Data/AFM/JJS_project/RealRaw/20260416/extend/k80-linker1-PFNA-50nm-5000nm-10uN - NanoScope Analysis.txt,inc,inc,256,k80,linker1,PFNA,50.0,5000.0,10uN,DDESP-V2,100.0,89.0,0.1415615634285705,154.83231428571426,6,OK,-3.71428570815624e-05,1128.0614243436298,-3.71428570815624e-05,58.59375,97.65625,1.428571439987536e-05,,,251,4882.802075152535,0.2301105033397118,1128.0614243436298,1991079.2080288,,True,k80-linker1-PFNA
20260416,extend,k80-linker1-paa-50nm-3000nm-3uN - NanoScope Analysis.txt,/Users/kejunliu/Desktop/Research_Data/AFM/JJS_project/RealRaw/20260416/extend/k80-linker1-paa-50nm-3000nm-3uN - NanoScope Analysis.txt,inc,inc,192,k80,linker1,paa,50.0,3000.0,3uN,DDESP-V2,100.0,89.0,0.901668142183373,489.12928431471505,29,OK_extend_edge,-36.63022049050346,1052.1985280845593,-36.63022049050346,832.0311,960.9371,1.972345973206984,,,173,2027.3380775446285,0.495619271838672,1052.1985280845593,821777.4313713894,,True,k80-linker1-paa
20260416,extend,k80-linker1-SDBS-50nm-9000nm-10uN - NanoScope Analysis.txt,/Users/kejunliu/Desktop/Research_Data/AFM/JJS_project/RealRaw/20260416/extend/k80-linker1-SDBS-50nm-9000nm-10uN - NanoScope Analysis.txt,inc,inc,256,k80,linker1,SDBS,50.0,9000.0,10uN,DDESP-V2,100.0,89.0,0.0,-80.17858666666666,3,OK_const,-8.294333333333341,1042.3509866666668,-8.294333333333341,0.0,70.3125,8.294336666666666,,,254,8894.513689101273,0.1020559162881634,1042.3509866666668,4459372.84650472,,True,k80-linker1-SDBS
20260416,extend,k80-linker1-SDBS-50nm-10000nm-10uN - NanoScope Analysis.txt,/Users/kejunliu/Desktop/Research_Data/AFM/JJS_project/RealRaw/20260416/extend/k80-linker1-SDBS-50nm-10000nm-10uN - NanoScope Analysis.txt,inc,inc,256,k80,linker1,SDBS,50.0,10000.0,10uN,DDESP-V2,100.0,89.0,0.0,-23.96141666666667,3,OK_const,-0.921593333333334,950.1906166666666,-0.921593333333334,0.0,39.0625,1.843186666666668,,,254,9921.868823700936,0.0940667464417115,950.1906166666666,4036377.6759656407,,True,k80-linker1-SDBS
20260416,extend,k80-linker1-SDBS-50nm-8000nm-10uN - NanoScope Analysis.txt,/Users/kejunliu/Desktop/Research_Data/AFM/JJS_project/RealRaw/20260416/extend/k80-linker1-SDBS-50nm-8000nm-10uN - NanoScope Analysis.txt,inc,inc,256,k80,linker1,SDBS,50.0,8000.0,10uN,DDESP-V2,100.0,89.0,0.0,1.38253675,4,OK_const,-12.44165675,814.25206325,-12.44165675,0.0,62.49999,4.14718925,,,254,7906.217861100414,0.0900985371845769,814.25206325,3557846.226836463,,True,k80-linker1-SDBS
20260416,extend,k80-linker1-SDBS-50nm-7000nm-10uN - NanoScope Analysis.txt,/Users/kejunliu/Desktop/Research_Data/AFM/JJS_project/RealRaw/20260416/extend/k80-linker1-SDBS-50nm-7000nm-10uN - NanoScope Analysis.txt,inc,inc,256,k80,linker1,SDBS,50.0,7000.0,10uN,DDESP-V2,100.0,89.0,0.0,212.894475,4,OK_const,-8.294575000000009,599.9753249999999,-8.294575000000009,0.0,54.68751,2.764825000000002,,,254,6917.983779770506,0.0907192625175408,599.9753249999999,2290479.556298153,,True,k80-linker1-SDBS
20260415,extend,linker2-paa-.1000nm.spm - NanoScope Analysis.txt,/Users/kejunliu/Desktop/Research_Data/AFM/JJS_project/RealRaw/20260415/extend/linker2-paa-.1000nm.spm - NanoScope Analysis.txt,inc,inc,246,linker2,linker2,paa,,1000.0,,RTESPA-150,8.0,7.0,-0.120032247393198,74.7447482371684,16,OK,-0.9843784416892164,124.60442109774488,-0.9843784416892164,70.31252,82.03127,0.2797294574498181,,,225,914.0418293684146,0.145789285525875,124.60442109774488,33174.02399963084,missing_setpoint,True,linker2-paa
20260415,extend,linker2-paa-1000nm-2.spm - NanoScope Analysis.txt,/Users/kejunliu/Desktop/Research_Data/AFM/JJS_project/RealRaw/20260415/extend/linker2-paa-1000nm-2.spm - NanoScope Analysis.txt,inc,inc,219,linker2,linker2,paa,,1000.0,,RTESPA-150,8.0,7.0,-0.1008526745078627,69.61782000105778,33,OK_extend_edge,-0.9367512888246524,93.52463131688626,-0.9367512888246524,250.0001,257.8126,0.5162402307680267,,,188,738.2649393383833,0.1221733688581434,93.52463131688626,19178.900214094298,missing_setpoint,True,linker2-paa
20260415,extend,linker2-paa-.500nm.spm - NanoScope Analysis.txt,/Users/kejunliu/Desktop/Research_Data/AFM/JJS_project/RealRaw/20260415/extend/linker2-paa-.500nm.spm - NanoScope Analysis.txt,inc,inc,220,linker2,linker2,paa,,500.0,,RTESPA-150,8.0,7.0,-0.1623561568911785,74.66975232477583,16,OK,-0.6068860197721762,78.16240477655394,-0.6068860197721762,83.98435,87.89061,0.2173393416455624,,,207,410.1436239421748,0.1961301213316509,78.16240477655394,12607.744513449028,missing_setpoint,True,linker2-paa
20260415,extend,linker2-paa-.300nm-2.spm - NanoScope Analysis.txt,/Users/kejunliu/Desktop/Research_Data/AFM/JJS_project/RealRaw/20260415/extend/linker2-paa-.300nm-2.spm - NanoScope Analysis.txt,inc,inc,221,linker2,linker2,paa,,300.0,,RTESPA-150,8.0,7.0,-0.1561320970919174,68.73925156659256,17,OK,-0.9651414386334808,75.88616118239031,-0.9651414386334808,117.1875,126.9531,0.1795321687273485,,,188,371.08145911983104,0.2137659598844654,75.88616118239031,11764.879859051973,missing_setpoint,True,linker2-paa
20260416,extend,k80-linker1-SDBS-50nm-6000nm-10uN - NanoScope Analysis.txt,/Users/kejunliu/Desktop/Research_Data/AFM/JJS_project/RealRaw/20260416/extend/k80-linker1-SDBS-50nm-6000nm-10uN - NanoScope Analysis.txt,inc,inc,256,k80,linker1,SDBS,50.0,6000.0,10uN,DDESP-V2,100.0,89.0,0.2005443843871799,152.6204603774959,5,OK,-342.01361340753715,62.21167835912422,-342.01361340753715,5976.573,5976.573,-342.01361340753715,,,0,,,62.21167835912422,-373720.4061631732,,True,k80-linker1-SDBS
20260409,extend,JJS-50nm-1000nm-50nN - NanoScope Analysis.txt,/Users/kejunliu/Desktop/Research_Data/AFM/JJS_project/RealRaw/20260409/extend/JJS-50nm-1000nm-50nN - NanoScope Analysis.txt,inc,inc,413,JJS,,JJS,50.0,1000.0,50nN,RTESPA-150,8.0,7.0,0.0007312808585742,11.856874060266602,62,OK_extend_edge,-17.287542866661397,45.599851663858026,-17.287542866661397,988.2835,992.1898,7.136186530920757,,,4,5.852885735476642,6.55782510794909,45.599851663858026,169.85884256395542,,True,JJS
20260416,extend,k80-linker1-PFNA-50nm-6000nm-10uN - NanoScope Analysis.txt,/Users/kejunliu/Desktop/Research_Data/AFM/JJS_project/RealRaw/20260416/extend/k80-linker1-PFNA-50nm-6000nm-10uN - NanoScope Analysis.txt,inc,inc,256,k80,linker1,PFNA,50.0,6000.0,10uN,DDESP-V2,100.0,89.0,0.2949183385940893,126.63072051905536,5,OK,-578.6827167568271,35.11329983465225,-578.6827167568271,3773.432,5859.384999999999,3.3171900978168196,,,6,117.1876054685422,0.2544712414858697,35.11329983465225,-1544814.4773184194,,True,k80-linker1-PFNA
